"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"California","Kings",2018,365,86,221,49,9,0,0,180,114,70,0,0,184,0,122,59
"California","Lake",2018,357,346,7,1,1,2,0,267,43,33,0,0,344,0,11,2
"California","Los Angeles",2018,365,35,222,89,18,1,0,201,130,76,0,32,175,0,157,1
"California","Madera",2018,365,152,178,30,5,0,0,165,100,56,0,0,210,0,120,35
"California","Marin",2018,365,294,58,3,9,1,0,218,58,36,0,23,136,0,206,0
"California","Mariposa",2018,364,188,136,10,21,8,1,301,108,50,0,0,266,0,98,0
"California","Mendocino",2018,364,289,54,13,6,1,1,314,64,37,0,0,151,0,209,4
"California","Merced",2018,365,173,151,32,9,0,0,171,101,51,0,1,196,0,167,1
"California","Mono",2018,365,279,57,14,11,2,2,994,84,23,0,0,0,0,218,147
"California","Monterey",2018,365,319,39,5,2,0,0,155,52,38,0,1,212,0,93,59
"California","Napa",2018,364,273,79,4,8,0,0,183,61,39,1,1,165,0,196,1
"California","Nevada",2018,363,245,90,19,9,0,0,196,87,44,0,0,327,0,36,0
"California","Orange",2018,365,198,149,15,3,0,0,157,85,50,0,25,192,0,145,3
"California","Placer",2018,365,187,124,37,13,4,0,223,122,50,0,1,297,0,65,2
"California","Plumas",2018,350,219,121,8,2,0,0,159,84,35,0,0,0,0,350,0
"California","Riverside",2018,365,51,174,104,30,6,0,296,150,87,0,1,232,0,89,43
"California","Sacramento",2018,365,161,169,22,8,4,1,314,100,54,0,1,202,0,157,5
"California","San Benito",2018,365,294,60,11,0,0,0,143,61,41,0,0,321,0,43,1
"California","San Bernardino",2018,365,43,168,96,51,7,0,221,164,88,0,20,215,0,126,4
"California","San Diego",2018,365,73,257,35,0,0,0,143,100,64,0,1,202,0,162,0
"California","San Francisco",2018,365,278,73,2,11,1,0,228,61,37,1,34,126,0,203,1
"California","San Joaquin",2018,365,152,180,20,10,2,1,308,99,54,0,1,154,0,204,6
"California","San Luis Obispo",2018,365,202,154,9,0,0,0,133,74,49,0,0,234,0,92,39
"California","San Mateo",2018,365,295,57,3,10,0,0,185,56,36,0,22,138,0,205,0
"California","Santa Barbara",2018,365,244,119,2,0,0,0,114,64,47,0,0,266,0,86,13
"California","Santa Clara",2018,365,233,115,6,11,0,0,194,71,44,0,7,166,0,192,0
"California","Santa Cruz",2018,365,331,24,5,5,0,0,170,50,36,0,0,221,0,144,0
"California","Shasta",2018,365,282,63,14,6,0,0,190,80,43,0,0,349,0,15,1
"California","Siskiyou",2018,365,269,57,15,24,0,0,196,118,41,0,0,241,0,124,0
"California","Solano",2018,365,263,87,3,11,1,0,247,64,42,0,3,184,0,178,0
"California","Sonoma",2018,365,325,27,3,8,2,0,226,52,36,0,2,280,0,82,1
"California","Stanislaus",2018,365,157,161,32,14,1,0,240,108,54,0,2,203,0,151,9
"California","Sutter",2018,365,153,177,22,7,5,1,335,100,54,0,0,166,0,198,1
"California","Tehama",2018,365,226,110,16,13,0,0,190,95,45,0,0,239,0,126,0
"California","Trinity",2018,282,164,99,12,7,0,0,191,80,45,0,0,0,0,282,0
"California","Tulare",2018,365,73,171,96,25,0,0,174,140,77,0,0,233,0,123,9
"California","Tuolumne",2018,348,254,73,20,1,0,0,154,80,43,0,0,348,0,0,0
"California","Ventura",2018,365,174,174,16,1,0,0,166,87,52,0,2,213,0,138,12
"California","Yolo",2018,365,260,91,5,7,2,0,235,67,43,0,0,249,0,114,2
"Colorado","Adams",2018,365,199,163,3,0,0,0,130,74,49,0,59,146,0,95,65
"Colorado","Alamosa",2018,360,351,8,0,0,1,0,235,33,19,0,0,0,0,23,337
"Colorado","Arapahoe",2018,365,231,119,14,1,0,0,156,87,45,0,0,354,0,11,0
"Colorado","Archuleta",2018,365,333,32,0,0,0,0,97,50,38,0,0,331,0,0,34
"Colorado","Boulder",2018,362,219,114,28,1,0,0,159,96,46,0,0,285,0,77,0
"Colorado","Clear Creek",2018,279,150,115,13,1,0,0,159,84,50,0,0,279,0,0,0
"Colorado","Delta",2018,297,277,20,0,0,0,0,83,47,35,0,1,213,0,43,40
"Colorado","Denver",2018,365,177,178,10,0,0,0,150,80,51,0,147,142,0,76,0
"Colorado","Douglas",2018,364,215,122,24,3,0,0,156,97,46,0,0,302,0,62,0
"Colorado","El Paso",2018,365,233,124,8,0,0,0,119,84,46,0,0,329,0,36,0
"Colorado","Fremont",2018,20,20,0,0,0,0,0,36,20,15,0,0,0,0,0,20
"Colorado","Garfield",2018,365,261,102,1,1,0,0,151,71,44,0,3,343,0,15,4
"Colorado","Gunnison",2018,364,251,111,1,1,0,0,156,71,46,0,0,351,0,0,13
"Colorado","Jackson",2018,79,76,3,0,0,0,0,60,27,9,0,0,0,0,79,0
"Colorado","Jefferson",2018,365,229,99,35,2,0,0,151,101,46,0,0,365,0,0,0
"Colorado","La Plata",2018,365,240,105,10,9,1,0,218,80,45,0,0,330,0,32,3
"Colorado","Larimer",2018,365,201,137,24,3,0,0,169,97,49,0,0,320,0,44,1
"Colorado","Mesa",2018,365,256,106,3,0,0,0,126,64,44,1,0,293,0,70,1
"Colorado","Moffat",2018,331,262,68,1,0,0,0,108,61,42,0,0,331,0,0,0
"Colorado","Montezuma",2018,359,259,96,4,0,0,0,115,71,44,0,0,356,0,3,0
"Colorado","Montrose",2018,326,257,68,1,0,0,0,122,64,42,0,0,326,0,0,0
"Colorado","Park",2018,56,56,0,0,0,0,0,46,44,38,0,0,42,0,11,3
"Colorado","Pitkin",2018,120,120,0,0,0,0,0,43,27,15,0,0,0,0,25,95
"Colorado","Prowers",2018,359,353,5,1,0,0,0,103,31,16,0,0,0,0,0,359
"Colorado","Pueblo",2018,123,117,5,1,0,0,0,101,39,23,0,0,0,0,84,39
"Colorado","Rio Blanco",2018,365,242,121,2,0,0,0,108,71,45,0,0,329,0,36,0
"Colorado","Routt",2018,355,354,1,0,0,0,0,51,30,15,0,0,0,0,0,355
"Colorado","San Juan",2018,80,75,5,0,0,0,0,100,41,10,0,0,0,0,80,0
"Colorado","San Miguel",2018,114,114,0,0,0,0,0,44,29,14,0,0,0,0,0,114
"Colorado","Weld",2018,365,200,155,10,0,0,0,133,84,48,0,0,236,0,128,1
"Connecticut","Fairfield",2018,365,258,86,14,7,0,0,185,80,41,0,21,196,0,148,0
"Connecticut","Hartford",2018,365,293,70,2,0,0,0,143,61,37,0,24,193,0,145,3
"Connecticut","Litchfield",2018,363,319,40,4,0,0,0,133,53,36,2,0,327,0,34,0
"Connecticut","Middlesex",2018,208,168,32,8,0,0,0,126,67,40,0,0,208,0,0,0
"Connecticut","New Haven",2018,365,276,75,12,2,0,0,156,68,40,0,29,205,0,131,0
"Connecticut","New London",2018,315,284,25,6,0,0,0,140,50,35,0,0,189,0,126,0
"Connecticut","Tolland",2018,213,189,20,4,0,0,0,140,54,38,0,0,213,0,0,0
"Connecticut","Windham",2018,358,332,20,6,0,0,0,129,47,34,0,0,358,0,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2018,152,16,97,28,10,0,1,369,139,73,0,0,0,0,99,53
"Country Of Mexico","SONORA",2018,362,317,42,3,0,0,0,119,51,38,0,0,362,0,0,0
"Delaware","Kent",2018,365,309,54,2,0,0,0,133,56,38,0,0,276,0,89,0
"Delaware","New Castle",2018,365,260,99,6,0,0,0,150,67,42,0,4,230,1,130,0
"Delaware","Sussex",2018,365,295,66,4,0,0,0,140,58,40,0,0,295,0,70,0
"District Of Columbia","District of Columbia",2018,365,235,124,5,1,0,0,164,71,44,0,16,184,0,165,0
"Florida","Alachua",2018,364,335,29,0,0,0,0,90,48,33,0,0,293,0,71,0
"Florida","Baker",2018,360,341,19,0,0,0,0,87,46,31,0,0,360,0,0,0
"Florida","Bay",2018,324,273,50,1,0,0,0,126,54,37,0,0,190,0,134,0
"Florida","Brevard",2018,365,330,34,1,0,0,0,129,50,37,0,0,284,0,81,0
"Florida","Broward",2018,365,291,74,0,0,0,0,100,57,40,0,10,162,0,193,0
"Florida","Citrus",2018,356,318,38,0,0,0,0,71,51,32,0,0,0,20,336,0
"Florida","Collier",2018,365,320,45,0,0,0,0,80,54,36,0,0,246,0,119,0
"Florida","Columbia",2018,359,315,43,1,0,0,0,111,53,34,0,0,218,0,141,0
"Florida","Duval",2018,365,274,86,4,1,0,0,155,63,41,0,1,149,0,200,15
"Florida","Escambia",2018,365,318,47,0,0,0,0,93,54,37,0,0,342,0,23,0
"Florida","Flagler",2018,345,330,15,0,0,0,0,77,47,32,0,0,345,0,0,0
"Florida","Hamilton",2018,359,330,29,0,0,0,0,65,48,31,0,0,0,52,307,0
"Florida","Highlands",2018,351,337,13,1,0,0,0,108,47,31,0,0,351,0,0,0
"Florida","Hillsborough",2018,365,254,107,4,0,0,0,122,61,42,0,0,166,14,183,2
"Florida","Holmes",2018,346,299,47,0,0,0,0,79,52,35,0,0,196,0,150,0
"Florida","Indian River",2018,356,325,30,1,0,0,0,101,49,36,0,0,356,0,0,0
"Florida","Lake",2018,363,331,31,1,0,0,0,101,49,33,0,0,363,0,0,0
"Florida","Lee",2018,365,316,48,1,0,0,0,106,53,35,0,0,294,0,71,0
"Florida","Leon",2018,355,286,69,0,0,0,0,97,56,36,0,0,149,0,206,0
"Florida","Liberty",2018,284,273,11,0,0,0,0,71,47,31,0,0,284,0,0,0
"Florida","Manatee",2018,365,330,33,2,0,0,0,119,50,34,0,0,365,0,0,0
"Florida","Marion",2018,365,325,40,0,0,0,0,90,51,35,0,0,229,0,136,0
"Florida","Martin",2018,365,329,35,1,0,0,0,112,50,37,0,0,232,0,133,0
"Florida","Miami-Dade",2018,365,294,67,4,0,0,0,126,58,41,0,17,139,0,208,1
"Florida","Nassau",2018,354,325,27,2,0,0,0,106,48,30,0,0,0,95,259,0
"Florida","Okaloosa",2018,353,325,28,0,0,0,0,80,49,33,0,0,345,0,0,8
"Florida","Orange",2018,365,321,42,1,1,0,0,151,52,36,0,0,285,0,80,0
"Florida","Osceola",2018,365,330,33,2,0,0,0,126,50,33,0,0,365,0,0,0
"Florida","Palm Beach",2018,365,314,51,0,0,0,0,91,52,38,0,0,219,0,132,14
"Florida","Pasco",2018,365,324,39,2,0,0,0,129,54,35,0,0,365,0,0,0
"Florida","Pinellas",2018,365,311,54,0,0,0,0,100,54,38,0,0,220,0,142,3
"Florida","Polk",2018,365,324,39,2,0,0,0,112,52,35,0,0,275,1,89,0
"Florida","Putnam",2018,345,344,1,0,0,0,0,51,23,14,0,0,0,49,0,296
"Florida","Santa Rosa",2018,363,308,55,0,0,0,0,90,54,38,0,0,221,0,142,0
"Florida","Sarasota",2018,365,306,59,0,0,0,0,97,55,37,0,0,231,0,134,0
"Florida","Seminole",2018,365,324,39,2,0,0,0,150,54,36,0,0,303,0,62,0
"Florida","St. Lucie",2018,360,342,18,0,0,0,0,100,47,33,0,0,360,0,0,0
"Florida","Volusia",2018,365,329,36,0,0,0,0,80,50,36,0,0,274,0,91,0
"Florida","Wakulla",2018,352,303,49,0,0,0,0,98,54,34,3,0,226,0,123,0
"Georgia","Bibb",2018,365,312,52,1,0,0,0,106,56,35,0,0,168,10,187,0
"Georgia","Charlton",2018,77,76,1,0,0,0,0,60,40,23,0,0,0,0,77,0
"Georgia","Chatham",2018,365,303,62,0,0,0,0,82,54,38,0,0,99,37,229,0
"Georgia","Chattooga",2018,245,224,21,0,0,0,0,87,50,35,0,0,245,0,0,0
"Georgia","Clarke",2018,332,262,68,2,0,0,0,105,58,39,0,0,151,0,181,0
"Georgia","Clayton",2018,120,101,19,0,0,0,0,67,54,33,0,0,0,0,120,0
"Georgia","Cobb",2018,286,234,52,0,0,0,0,100,58,39,0,0,225,0,61,0
"Georgia","Coffee",2018,116,112,4,0,0,0,0,65,37,22,0,0,0,0,116,0
"Georgia","Columbia",2018,245,223,22,0,0,0,0,90,50,36,0,0,245,0,0,0
"Georgia","Dawson",2018,245,222,21,2,0,0,0,108,50,35,0,0,245,0,0,0
"Georgia","DeKalb",2018,365,277,88,0,0,0,0,100,58,40,0,36,147,0,182,0
"Georgia","Dougherty",2018,356,292,63,1,0,0,0,137,57,30,0,0,0,0,356,0
"Georgia","Douglas",2018,242,214,28,0,0,0,0,93,51,37,0,0,242,0,0,0
"Georgia","Floyd",2018,365,247,118,0,0,0,0,80,60,41,0,0,0,3,362,0
"Georgia","Fulton",2018,365,227,134,4,0,0,0,133,66,44,0,18,113,0,234,0
"Georgia","Glynn",2018,272,255,17,0,0,0,0,74,46,34,0,0,225,0,47,0
"Georgia","Gwinnett",2018,361,245,116,0,0,0,0,87,62,43,0,0,122,0,239,0
"Georgia","Hall",2018,322,282,40,0,0,0,0,68,52,30,0,0,0,0,322,0
"Georgia","Henry",2018,354,294,57,3,0,0,0,115,58,34,0,0,186,0,168,0
"Georgia","Houston",2018,322,259,61,2,0,0,0,108,58,34,0,0,0,0,322,0
"Georgia","Lowndes",2018,315,264,51,0,0,0,0,93,54,37,0,0,0,0,315,0
"Georgia","Murray",2018,253,223,30,0,0,0,0,100,51,38,0,0,222,0,31,0
"Georgia","Muscogee",2018,364,305,59,0,0,0,0,98,55,34,0,0,178,0,186,0
"Georgia","Pike",2018,288,274,13,1,0,0,0,115,46,33,0,0,288,0,0,0
"Georgia","Richmond",2018,364,261,97,6,0,0,0,150,59,40,0,0,107,26,222,9
"Georgia","Rockdale",2018,243,200,41,2,0,0,0,112,61,36,0,0,243,0,0,0
"Georgia","Sumter",2018,241,219,22,0,0,0,0,80,50,34,0,0,241,0,0,0
"Georgia","Walker",2018,347,269,78,0,0,0,0,72,56,35,0,0,0,0,347,0
"Georgia","Washington",2018,121,110,11,0,0,0,0,67,50,28,0,0,0,0,121,0
"Hawaii","Hawaii",2018,365,127,68,66,99,5,0,249,200,87,0,0,0,221,144,0
"Hawaii","Honolulu",2018,365,358,7,0,0,0,0,75,41,30,0,2,240,41,74,8
"Hawaii","Kauai",2018,355,355,0,0,0,0,0,48,29,15,0,166,0,0,189,0
"Hawaii","Maui",2018,361,357,4,0,0,0,0,73,29,19,0,0,0,0,361,0
"Idaho","Ada",2018,365,283,75,7,0,0,0,134,69,40,3,0,267,0,91,4
"Idaho","Bannock",2018,365,305,56,2,2,0,0,174,57,30,0,0,0,143,162,60
"Idaho","Benewah",2018,361,219,129,11,2,0,0,161,78,42,0,0,0,0,361,0
"Idaho","Blaine",2018,363,327,33,3,0,0,0,143,48,13,0,0,0,0,363,0
"Idaho","Boise",2018,365,237,122,6,0,0,0,130,67,40,0,0,0,0,365,0
"Idaho","Bonner",2018,363,308,39,11,4,1,0,245,60,29,0,0,0,0,318,45
"Idaho","Bonneville",2018,352,306,43,2,1,0,0,154,55,27,0,0,0,0,352,0
"Idaho","Butte",2018,363,315,45,3,0,0,0,115,54,40,0,0,357,0,6,0
"Idaho","Canyon",2018,365,283,77,5,0,0,0,134,65,28,0,0,0,0,290,75
"Idaho","Caribou",2018,363,362,1,0,0,0,0,55,17,3,0,0,0,363,0,0
"Idaho","Custer",2018,67,63,2,2,0,0,0,128,16,6,0,0,0,0,67,0
"Idaho","Franklin",2018,319,278,38,3,0,0,0,124,56,19,0,0,0,0,319,0
"Idaho","Idaho",2018,365,297,66,2,0,0,0,134,60,39,0,0,231,0,134,0
"Idaho","Jerome",2018,320,287,28,5,0,0,0,145,51,18,0,0,0,0,320,0
"Idaho","Kootenai",2018,331,272,49,5,4,1,0,204,60,25,0,0,0,0,331,0
"Idaho","Latah",2018,365,339,20,5,1,0,0,176,40,10,0,0,0,0,365,0
"Idaho","Lemhi",2018,360,260,97,3,0,0,0,121,70,29,0,0,0,0,360,0
"Idaho","Nez Perce",2018,365,308,52,4,1,0,0,179,63,19,0,0,0,0,365,0
"Idaho","Shoshone",2018,365,217,135,12,1,0,0,153,83,43,0,0,0,0,358,7
"Idaho","Twin Falls",2018,355,313,37,3,2,0,0,151,55,29,0,0,0,0,355,0
"Idaho","Valley",2018,353,297,54,2,0,0,0,108,58,22,0,0,0,0,353,0
"Illinois","Adams",2018,245,228,17,0,0,0,0,87,49,35,0,0,245,0,0,0
"Illinois","Champaign",2018,365,283,78,4,0,0,0,112,61,42,0,0,222,0,143,0
"Illinois","Clark",2018,359,337,21,1,0,0,0,101,48,32,0,0,359,0,0,0
"Illinois","Cook",2018,365,152,194,15,4,0,0,177,84,54,0,48,120,0,189,8
"Illinois","DuPage",2018,361,231,126,4,0,0,0,112,69,45,0,0,135,0,226,0
"Illinois","Effingham",2018,245,214,30,1,0,0,0,112,51,39,0,0,245,0,0,0
"Illinois","Hamilton",2018,362,284,75,3,0,0,0,105,59,40,0,0,170,0,192,0
"Illinois","Jersey",2018,356,277,76,3,0,0,0,122,64,42,0,0,195,0,161,0
"Illinois","Jo Daviess",2018,344,323,19,2,0,0,0,119,47,33,0,0,344,0,0,0
"Illinois","Kane",2018,364,294,65,5,0,0,0,122,61,38,0,0,310,0,54,0
"Illinois","La Salle",2018,362,360,2,0,0,0,0,62,6,1,0,0,0,362,0,0
"Illinois","Lake",2018,352,304,40,6,2,0,0,164,58,35,0,0,352,0,0,0
"Illinois","Macon",2018,365,172,179,14,0,0,0,126,80,51,0,0,98,103,164,0
"Illinois","Macoupin",2018,364,331,30,3,0,0,0,115,50,34,0,88,244,32,0,0
"Illinois","Madison",2018,365,221,134,8,2,0,0,154,72,46,0,0,206,0,152,7
"Illinois","McHenry",2018,362,256,98,8,0,0,0,122,70,42,0,0,240,0,122,0
"Illinois","McLean",2018,365,248,116,1,0,0,0,108,64,44,0,0,167,0,198,0
"Illinois","Monroe",2018,365,365,0,0,0,0,0,41,9,3,0,0,0,365,0,0
"Illinois","Peoria",2018,365,255,107,3,0,0,0,101,64,43,0,0,192,0,173,0
"Illinois","Randolph",2018,363,289,73,1,0,0,0,129,57,41,0,0,185,0,178,0
"Illinois","Rock Island",2018,365,279,85,1,0,0,0,101,59,40,0,0,231,0,134,0
"Illinois","Saint Clair",2018,364,265,94,4,1,0,0,174,64,44,2,21,146,0,195,0
"Illinois","Sangamon",2018,363,253,109,1,0,0,0,122,63,43,0,0,197,0,166,0
"Illinois","Tazewell",2018,137,137,0,0,0,0,0,27,4,1,0,0,0,137,0,0
"Illinois","Wabash",2018,363,359,4,0,0,0,0,61,14,1,0,0,0,363,0,0
"Illinois","Will",2018,365,261,100,4,0,0,0,126,67,43,0,0,216,0,149,0
"Illinois","Winnebago",2018,362,316,43,2,1,0,0,151,54,35,0,0,346,0,16,0
"Indiana","Allen",2018,365,258,101,6,0,0,0,122,66,43,0,0,216,0,149,0
"Indiana","Bartholomew",2018,365,290,71,4,0,0,0,108,61,40,0,0,242,0,123,0
"Indiana","Boone",2018,365,324,36,5,0,0,0,112,54,34,0,0,365,0,0,0
"Indiana","Brown",2018,363,339,24,0,0,0,0,97,48,33,0,0,363,0,0,0
"Indiana","Carroll",2018,359,337,19,3,0,0,0,115,48,32,0,0,359,0,0,0
"Indiana","Clark",2018,357,297,56,4,0,0,0,122,59,36,0,0,305,0,52,0
"Indiana","Daviess",2018,325,325,0,0,0,0,0,21,6,0,0,0,0,325,0,0
"Indiana","Delaware",2018,361,320,37,4,0,0,0,129,54,35,0,0,317,0,44,0
"Indiana","Dubois",2018,119,96,23,0,0,0,0,87,58,31,0,0,0,0,116,3
"Indiana","Elkhart",2018,363,285,75,3,0,0,0,105,58,38,0,0,194,0,169,0
"Indiana","Floyd",2018,359,316,38,5,0,0,0,143,52,34,0,0,323,13,23,0
"Indiana","Gibson",2018,363,353,10,0,0,0,0,84,23,1,0,0,0,363,0,0
"Indiana","Greene",2018,361,310,48,3,0,0,0,129,56,37,0,0,322,0,39,0
"Indiana","Hamilton",2018,365,292,67,6,0,0,0,129,59,40,0,0,227,0,138,0
"Indiana","Hendricks",2018,365,335,28,2,0,0,0,108,48,33,0,0,365,0,0,0
"Indiana","Henry",2018,116,100,15,1,0,0,0,111,55,31,0,0,0,0,116,0
"Indiana","Howard",2018,365,293,67,5,0,0,0,108,58,39,0,0,214,0,151,0
"Indiana","Huntington",2018,358,337,21,0,0,0,0,97,46,31,0,0,358,0,0,0
"Indiana","Jackson",2018,341,321,20,0,0,0,0,90,47,32,0,0,341,0,0,0
"Indiana","Knox",2018,357,311,42,4,0,0,0,122,54,35,0,0,357,0,0,0
"Indiana","LaPorte",2018,363,305,51,6,1,0,0,161,61,36,0,0,335,0,28,0
"Indiana","Lake",2018,365,217,142,5,1,0,0,151,66,45,0,15,113,1,227,9
"Indiana","Madison",2018,365,273,85,7,0,0,0,136,59,41,0,0,211,0,154,0
"Indiana","Marion",2018,365,192,162,10,1,0,0,156,70,49,0,6,124,0,235,0
"Indiana","Monroe",2018,335,255,80,0,0,0,0,97,58,36,0,0,0,0,335,0
"Indiana","Morgan",2018,365,328,34,3,0,0,0,110,51,34,0,0,342,23,0,0
"Indiana","Perry",2018,350,324,26,0,0,0,0,80,50,35,0,0,350,0,0,0
"Indiana","Pike",2018,361,361,0,0,0,0,0,33,9,1,0,0,0,361,0,0
"Indiana","Porter",2018,365,274,86,4,1,0,0,161,62,41,0,0,211,9,129,16
"Indiana","Posey",2018,360,326,34,0,0,0,0,100,50,34,0,0,360,0,0,0
"Indiana","Shelby",2018,361,331,25,5,0,0,0,112,49,34,0,0,361,0,0,0
"Indiana","Spencer",2018,121,96,25,0,0,0,0,85,56,31,0,0,0,0,121,0
"Indiana","St. Joseph",2018,365,248,110,7,0,0,0,133,64,42,0,3,183,0,179,0
